text,labels
Nuestro destino está en nuestras manos y en nuestra fe,3
Cada peruano tiene un papel en esta historia,3
Promete justicia y encubre aliados,0
"[ADVERSARIO] escriben leyes, [PARTIDO] escribimos historia con el cuerpo",1
[POLÍTICO] candidato confunde gritar con tener argumentos,0
"[ADVERSARIO] reparten privilegios, [PARTIDO] compartimos esperanza",1
"[PARTIDO] caminamos, [ADVERSARIO] nos miran desde sus camionetas blindadas",1
La unidad será nuestra victoria,3
El cambio está en el aire y nadie podrá frenarlo,3
"Dice que ama la verdad, pero fabrica encuestas",0
"[POLÍTICO] político no escucha, solo espera su turno para hablar",0
La contaminación del río Rímac supera 10 veces los límites permitidos,2
"El que dice servir al país, pero solo busca aplausos",0
El 35 % de los jóvenes sin empleo no terminó la secundaria,2
"Nuestro compromiso es con el pueblo, con su dignidad y su grandeza",3
Habla de sacrificio y nunca hizo uno,0
"Quien no respeta el debate, no entiende la democracia",0
"[ADVERSARIO] deciden desde un escritorio, [PARTIDO] desde la experiencia",1
"El futuro empieza hoy, no mañana",3
Predica servicio y exige obediencia,0
El cambio está en camino y nada lo detendrá,3
"Predica igualdad, pero impone jerarquías",0
La fuerza del pueblo moverá las montañas del pasado,3
[ADVERSARIO] confunden pueblo con público,1
Los niveles de anemia infantil en el sur del país superan el 40 %,2
El 50 % de los hospitales del país opera con déficit de personal,2
El 70 % de los agricultores perdió parte de su cosecha por falta de agua,2
"Habla de progreso, pero destruye lo que ya funcionaba",0
Habla de la patria y no conoce su historia,0
El 35 % de los docentes enseña fuera de su especialidad,2
"El que dice amar la patria y desprecia a los pobres, miente",0
El 90 % de los pueblos de la selva no tiene cobertura móvil estable,2
"[ADVERSARIO] reparten culpas, [PARTIDO] buscamos soluciones",1
Los tiempos difíciles nos hicieron más fuertes,3
"Se llama patriota, pero no soporta pisar tierra fuera de la capital",0
"Dice que no tiene miedo, pero evita el debate",0
"[ADVERSARIO] ven números, [PARTIDO] vemos nombres",1
"[ADVERSARIO] levantan torres, [PARTIDO] levantamos familias",1
El futuro nos pertenece si caminamos con esperanza,3
Hoy empieza el tiempo del pueblo,3
El Perú se levantará como el cóndor que renace de sus cenizas,3
"[ADVERSARIO] usan la patria como escudo, [PARTIDO] como bandera",1
Habla de dignidad con la cabeza agachada ante el poder,0
"Dice que es nuevo, pero su pasado lo contradice",0
"[ADVERSARIO] mandan con el bolsillo, [PARTIDO] con el corazón",1
[POLÍTICO] político vive más en televisión que en el Congreso,0
"[ADVERSARIO] esconden errores, [PARTIDO] enfrentamos consecuencias",1
Promete renovación y revive viejos vicios,0
Somos el cambio que el Perú necesitaba,3
Hoy el país se viste de esperanza,3
La tasa de mortalidad infantil disminuyó en 10 % durante el último quinquenio,2
"El futuro no se teme, se abraza con esperanza",3
"Dice ser técnico, pero sus números nunca cuadran",0
"[ADVERSARIO] dicen que hay oportunidades, [PARTIDO] no las vemos",1
"[ADVERSARIO] viajan en avión, [PARTIDO] seguimos caminando",1
"[ADVERSARIO] cambian de bandera, [PARTIDO] seguimos creyendo en la nuestra",1
El Perú es un sentimiento que no se apaga,3
El 45 % de los hogares urbanos vive en zonas de riesgo,2
El número de docentes capacitados en tecnología educativa sigue siendo bajo,2
"Critica la corrupción, pero fue asesor de un corrupto",0
"Dice que escucha, pero solo interrumpe",0
"Habla de progreso, pero paraliza el país con su inacción",0
"[ADVERSARIO] gobiernan desde arriba, [PARTIDO] construimos desde abajo",1
El 60 % de los migrantes internos proviene de regiones altoandinas,2
"[ADVERSARIO] planean campañas, [PARTIDO] planificamos el día",1
"[ADVERSARIO] miran al pueblo desde sus balcones, [PARTIDO] lo miramos a los ojos",1
Promete proteger a los débiles y humilla a su equipo,0
Somos el cambio que tanto esperábamos,3
El 85 % de los accidentes de tránsito ocurren por exceso de velocidad,2
El 70 % de los productos agrícolas se vende sin valor agregado,2
El 80 % de los gobiernos regionales incumple plazos de obras,2
Se llena la boca con el Perú y no conoce ni su distrito,0
Promete transparencia y firma en silencio,0
Ha llegado la hora de dar el paso hacia adelante,3
Ha llegado el momento de creer en [PARTIDO] mismos,3
El 85 % de los trabajadores independientes no cotiza a un sistema de pensiones,2
"[ADVERSARIO] tienen poder, [PARTIDO] tenemos razón",1
"Promete diálogo, pero no deja hablar a nadie",0
El 90 % de los hogares rurales cocina con leña o carbón,2
Predica esfuerzo y no trabaja ni los lunes,0
Nada puede vencer la voluntad de un pueblo unido,3
"[PARTIDO] votamos con esperanza, [ADVERSARIO] gobiernan con indiferencia",1
El 45 % de los hogares no participa en procesos electorales locales,2
El 30 % de los adolescentes dejó la escuela durante la pandemia,2
El 15 % de las empresas privadas ofrece programas de reciclaje,2
Más del 60 % de las escuelas públicas tiene baños inoperativos,2
Quien no escucha no puede gobernar,0
"[ADVERSARIO] nos llaman minoría, [PARTIDO] los llamamos desconectados",1
"Dice que ama al país, pero odia al pueblo que lo eligió",0
"Su discurso es de pueblo, pero su vida es de club exclusivo",0
El 70 % de los residuos sólidos termina en botaderos informales,2
Habla de progreso y ni siquiera entiende cómo vive el país,0
"[ADVERSARIO] piensan en elecciones, [PARTIDO] pensamos en generaciones",1
"[ADVERSARIO] cierran puertas, [PARTIDO] abrimos caminos",1
El gasto en salud representa apenas el 3 % del PBI,2
El 80 % de las denuncias por violencia no llega a sentencia,2
El futuro es nuestro y empieza ahora,3
El 80 % de los municipios rurales depende de transferencias centrales,2
El 10 % de las regiones concentra el 70 % del PBI,2
Habla de moral y cambia de valores según la encuesta,0
Critica la pobreza desde su casa en la playa,0
"[ADVERSARIO] prometen igualdad, [PARTIDO] la exigimos",1
El cambio verdadero nace del corazón,3
"[ADVERSARIO] ganan elecciones, [PARTIDO] ganamos conciencia",1
El Perú será grande porque su gente es grande,3
Habla de futuro y no puede explicar el presente,0
Habla de educación y no terminó la suya,0
"[PARTIDO] marchamos por derechos, [ADVERSARIO] por cargos",1
No hay obstáculos cuando se actúa con el corazón,3
Nada nos detendrá mientras tengamos fe,3
"[ADVERSARIO] justifican errores, [PARTIDO] exigimos cuentas",1
"[ADVERSARIO] creen que todo tiene precio, [PARTIDO] sabemos que hay cosas sagradas",1
El 70 % de las compras estatales se concentra en Lima,2
Promete transparencia y cambia la versión según la prensa,0
"[ADVERSARIO] tienen poder, [PARTIDO] tenemos memoria",1
"[ADVERSARIO] tienen poder, pero [PARTIDO] tenemos pueblo",1
"En promedio, los peruanos gastan el 40 % de su ingreso mensual en alimentos",2
"[PARTIDO] caminamos juntos, [ADVERSARIO] caminan sobre [PARTIDO]",1
"[PARTIDO] defendemos el agua, [ADVERSARIO] defienden el oro",1
El 60 % de los pacientes espera más de tres meses por una cita médica,2
"[ADVERSARIO] se creen imprescindibles, [PARTIDO] creemos en el pueblo",1
Promete meritocracia y pone a su cuñado de asesor,0
Predica fe y contrata a los mismos de siempre,0
El 40 % del territorio amazónico enfrenta tala ilegal,2
"[PARTIDO] alzamos la voz, [ADVERSARIO] la censuran",1
Promete eficiencia y deja promesas sin ejecutar,0
El cambio empieza por uno mismo,3
La fe en el país será nuestra mayor fortaleza,3
El 25 % de los jóvenes limeños trabaja más de 10 horas diarias,2
"[ADVERSARIO] controlan los medios, [PARTIDO] tenemos la calle",1
"Dice que defiende la verdad, pero vive de la mentira",0
El que destruye a los demás demuestra que no tiene propuesta,0
"Dice que lucha contra el sistema, pero vive de él",0
"Dice que no pertenece a nadie, pero obedece a todos",0
El 45 % de los agricultores no accede a crédito formal,2
"[ADVERSARIO] exigen respeto, pero nunca lo dieron",1
"[ADVERSARIO] tienen seguridad privada, [PARTIDO] rezamos para que no nos roben",1
[POLÍTICO] político habla de honestidad con una denuncia por corrupción en el bolsillo,0
Quien no respeta a sus colegas no respetará a los ciudadanos,0
El Perú florecerá con el esfuerzo de su gente,3
El consumo de agua per cápita cayó 8 % por sequía,2
"Somos un país lleno de fuerza, historia y esperanza",3
Nuestro compromiso es con la historia y con el mañana,3
El 40 % de los hogares peruanos aún cocina con combustibles contaminantes,2
Cada año se registran más de 60 000 accidentes laborales,2
El 20 % de los hogares urbanos vive en alquiler informal,2
La inflación alimentaria acumulada alcanzó el 8 % en zonas urbanas,2
Nuestra historia recién comienza,3
Somos la generación del cambio,3
Promete eficiencia y no puede ni organizar su despacho,0
"[PARTIDO] vivimos la realidad, [ADVERSARIO] la narran en conferencias",1
La tasa de alfabetización nacional supera el 94 %,2
"[ADVERSARIO] nos dividen, [PARTIDO] nos reconocemos hermanos",1
Más de 1000 obras públicas permanecen paralizadas,2
"[ADVERSARIO] prometen unión, [PARTIDO] la construimos en la calle",1
Hoy comienza una nueva era de esperanza,3
"Dice que sirve al país, pero se sirve de él",0
"Promete transparencia, pero su declaración jurada es un misterio",0
El 50 % de las universidades estatales no cuenta con proyectos de investigación activos,2
"[ADVERSARIO] cambian de partido, [PARTIDO] mantenemos principios",1
El 50 % de las familias migrantes carece de vivienda propia,2
Nada podrá apagar la llama del cambio,3
El Perú tiene un destino de grandeza,3
El cambio ya está en marcha y no habrá vuelta atrás,3
Promete igualdad y crea nuevos privilegios,0
"Promete futuro, pero no entiende el presente",0
"[PARTIDO] ponemos el hombro, [ADVERSARIO] ponen excusas",1
El 70 % de los incendios forestales son causados por actividades humanas,2
Predica libertad y amenaza a quien lo contradice,0
"[ADVERSARIO] aplauden al poderoso, [PARTIDO] abrazamos al necesitado",1
Habla de pueblo y vive del poder,0
El 45 % de las compras estatales supera el presupuesto inicial,2
Juntos haremos historia,3
El cambio será la voz de todo un pueblo,3
Habla de derechos humanos y no respeta ni al personal que lo atiende,0
"Dice que gobierna con el corazón, pero lo hace con rencor",0
"Promete justicia, pero manipula testigos",0
Promete orden y crea caos,0
El amor por el Perú nos hace invencibles,3
"[PARTIDO] levantamos el país, [ADVERSARIO] levantan discursos",1
"[ADVERSARIO] prometen igualdad, pero solo reparten beneficios entre los suyos",1
"[ADVERSARIO] celebran contratos, [PARTIDO] contamos monedas",1
"[ADVERSARIO] confunden autoridad con abuso, [PARTIDO] sabemos de respeto",1
Predica humildad y exige reverencias,0
El mañana será mejor porque lo haremos juntos,3
"[ADVERSARIO] cambian de partido, [PARTIDO] seguimos esperando cambio",1
"[ADVERSARIO] escriben historia, [PARTIDO] la vivimos",1
El 70 % de las escuelas rurales tiene aulas prefabricadas,2
"[ADVERSARIO] se refugian en la burocracia, [PARTIDO] en la comunidad",1
"Dice que escucha, pero solo espera su turno para hablar",0
El 45 % de los docentes gana menos de 2500 soles mensuales,2
El 55% de peruanos adultos tiene obesidad,2
"[ADVERSARIO] siembran odio, [PARTIDO] seguimos sembrando papa",1
"[ADVERSARIO] hacen negocios con el país, [PARTIDO] hacemos patria",1
El 30 % de los hogares de la selva carece de electricidad continua,2
"[ADVERSARIO] pelean por el puesto, [PARTIDO] peleamos por la vida",1
"[ADVERSARIO] legislan para sus empresas, [PARTIDO] sobrevivimos con nuestro esfuerzo",1
El pueblo ha despertado para nunca más dormirse,3
"[ADVERSARIO] siembran división, [PARTIDO] sembramos conciencia",1
El consumo de agua per cápita en Lima triplica el promedio nacional,2
Vamos a devolverle la sonrisa al Perú,3
"[PARTIDO] caminamos bajo el sol, [ADVERSARIO] bajo los reflectores",1
La unión será nuestra victoria,3
"Según el INEI, más del 40 % de los hogares rurales aún no tienen agua potable",2
Promete unidad y siembra odio,0
El 20 % de los estudiantes universitarios estudia carreras saturadas,2
Predica renovación y recicla caras viejas,0
"[ADVERSARIO] gobiernan desde palacios, [PARTIDO] desde la calle",1
El 50 % de las viviendas en la costa norte está en zonas inundables,2
La grandeza del Perú está en su gente,3
"[ADVERSARIO] roban el presupuesto, [PARTIDO] pagamos la deuda",1
"[ADVERSARIO] llaman orden al silencio, [PARTIDO] lo llamamos injusticia",1
Hoy el país late con un solo corazón,3
El 60 % de los proyectos de irrigación está paralizado,2
Nuestra bandera volverá a ondear con orgullo,3
"[ADVERSARIO] buscan poder, [PARTIDO] buscamos dignidad",1
El 60 % de los docentes considera insuficiente su salario,2
El Perú tiene todo para salir adelante,3
No hay imposibles cuando el pueblo se une,3
El 49% de los niños peruanos menores a 3 años tienen anemia,2
El 60 % de los delitos denunciados no llega a juicio,2
El 50 % de los casos de corrupción involucra gobiernos locales,2
"Con el corazón en alto y la mirada en el futuro, venceremos",3
El cambio está en marcha y nada lo detendrá,3
Estamos viviendo el renacer del Perú,3
"Predica unidad, pero separa entre buenos y traidores",0
"[PARTIDO] seguimos de pie, [ADVERSARIO] de espaldas al pueblo",1
"[PARTIDO] defendemos la tierra, [ADVERSARIO] defienden la mina",1
Somos la voz de una patria que quiere vivir mejor,3
Solo el 30 % de los estudiantes rurales logra comprensión lectora adecuada,2
El precio del transporte urbano aumentó 15 % en los últimos dos años,2
"[ADVERSARIO] se sientan en sillones, [PARTIDO] dormimos tranquilos",1
"[ADVERSARIO] no conocen el hambre, [PARTIDO] la enfrentamos con coraje",1
"El acceso a agua potable mejoró, pero aún falta cobertura en 1,2 millones de hogares",2
"[ADVERSARIO] reparten contratos, [PARTIDO] compartimos lo poco que tenemos",1
El 35 % de los contratos públicos fue adjudicado por única oferta,2
"[ADVERSARIO] siembran miedo, [PARTIDO] sembramos esperanza",1
"Cada año, más de 200 000 peruanos emigran buscando empleo",2
El 70 % de los municipios carece de presupuesto participativo,2
Critica la corrupción ajena y calla la propia,0
El 45 % de los peruanos cree que su voto no cambia nada,2
"Dice que escucha al pueblo, pero solo oye su propio eco",0
La brecha salarial entre hombres y mujeres supera el 25 %,2
Los que se llenan de banderas no saben lo que significa servir,0
Solo el 8 % de los agricultores accede a seguros agrarios,2
Promete moral y gobierna con inmorales,0
"[PARTIDO] vivimos la crisis, [ADVERSARIO] viven del Estado",1
"[ADVERSARIO] hacen política, [PARTIDO] hacemos historia",1
"[ADVERSARIO] viven del canon, [PARTIDO] de la cosecha",1
El 35 % del personal estatal trabaja bajo contratos temporales,2
Habla de transparencia y oculta su pasado,0
Predica moral y compra silencios,0
El 85 % de los adultos mayores no tiene acceso a servicios geriátricos,2
El 80 % de los centros de salud rurales carece de laboratorio,2
Juntos escribiremos la nueva historia del país,3
La agricultura familiar produce más del 70 % de los alimentos del país,2
"[ADVERSARIO] compran conciencias, [PARTIDO] despertamos corazones",1
El amor por la patria vencerá cualquier obstáculo,3
"[PARTIDO] ponemos los muertos, [ADVERSARIO] los discursos",1
Con coraje y fe todo se puede lograr,3
"[PARTIDO] construimos el país, [ADVERSARIO] lo hipotecan",1
"[ADVERSARIO] cuentan billetes, [PARTIDO] contamos días para llegar a fin de mes",1
Habla de esfuerzo y no pisa oficina,0
"Siempre promete cambios, pero ni siquiera cambia su propia conducta",0
"[ADVERSARIO] heredan apellidos, [PARTIDO] heredamos deudas",1
El 25 % de las empresas manufactureras redujo producción por falta de insumos,2
"[ADVERSARIO] protegen su imagen, [PARTIDO] protegemos nuestra tierra",1
El 25 % de los niños menores de cinco años sufre anemia crónica,2
El 90 % de las carreteras de la selva carece de mantenimiento regular,2
Solo el 25 % de los municipios tiene plantas de tratamiento de agua,2
El 45 % de los universitarios trabaja mientras estudia,2
El 40 % del presupuesto público proviene de impuestos indirectos,2
"Quien necesita destruir al otro para brillar, no merece el cargo",0
"[ADVERSARIO] no conocen la sierra, pero hablan de ella",1
El 40 % del presupuesto social se ejecuta fuera de plazo,2
El 90 % de los distritos no cuenta con relleno sanitario,2
La esperanza vuelve a ser la protagonista del futuro,3
"Promete democracia, pero sueña con gobernar solo",0
"[ADVERSARIO] deciden en escritorios, [PARTIDO] decidimos en la faena",1
"[ADVERSARIO] levantan banderas por interés, [PARTIDO] por convicción",1
"Predica libertad, pero censura críticas",0
"Dice que gobierna para todos, pero gobierna para los suyos",0
[POLÍTICO] político solo recuerda al pueblo cuando hay elecciones,0
"[ADVERSARIO] viven en torres, [PARTIDO] en cerros",1
Promete amor por la patria y desprecia sus regiones,0
El país se transforma con la energía de su gente,3
"[ADVERSARIO] se burlan del pueblo, [PARTIDO] seguimos de pie",1
Hoy el Perú vuelve a creer en sí mismo,3
La fuerza del pueblo está más viva que nunca,3
Somos más los que queremos un futuro diferente,3
Nuestro país merece un nuevo comienzo,3
El 60 % de las municipalidades rurales depende del canon minero,2
"En el último censo, más de dos millones de peruanos declararon no tener acceso a Internet",2
Promete justicia y manipula al juez,0
Habla de unidad y genera división en cada discurso,0
El futuro será fruto del esfuerzo de todos,3
El 40 % de los hospitales carece de ambulancias operativas,2
"Dice que escucha al pueblo, pero solo oye a sus asesores",0
"[ADVERSARIO] se esconden tras el protocolo, [PARTIDO] salimos al pueblo",1
Solo el 15 % de los caminos rurales está asfaltado,2
"[ADVERSARIO] tienen discursos, [PARTIDO] tenemos razones",1
"[ADVERSARIO] hablan de crecimiento, [PARTIDO] hablamos de justicia",1
"[ADVERSARIO] discuten reformas, [PARTIDO] esperamos justicia",1
"[POLÍTICO] persona critica todo, pero nunca propone nada",0
"Predica valores, pero vive de intereses",0
Se presenta como obrero del pueblo y viaja en primera clase,0
Somos más los que queremos construir y no destruir,3
"[ADVERSARIO] creen que el país es su empresa, [PARTIDO] sabemos que es nuestra casa",1
Predica trabajo y pasa la mitad del tiempo en redes,0
"[ADVERSARIO] se creen el Perú, [PARTIDO] lo habitamos",1
Siempre promete futuro y no sabe qué hacer con el presente,0
"[PARTIDO] respiramos esfuerzo, [ADVERSARIO] exhalan impunidad",1
"Creemos en un Perú justo, libre y solidario",3
"[ADVERSARIO] hablan de progreso, pero nunca pisaron un barrio popular",1
El 40 % de los colegios privados carece de supervisión pedagógica,2
El 90 % de las clínicas privadas se concentra en cinco ciudades,2
"La grandeza del Perú está en su gente, no en sus gobiernos",3
La unidad es el verdadero camino al futuro,3
"[ADVERSARIO] piensan en elecciones, [PARTIDO] pensamos en sobrevivir",1
"[ADVERSARIO] viajan en avión, [PARTIDO] esperamos el bus",1
Este es el inicio de una nueva era para todos,3
Habla de lucha y solo aparece para la foto,0
El 45 % de las viviendas urbanas tiene filtraciones de agua,2
El 60 % de las familias en zonas altoandinas vive bajo la línea de pobreza,2
"[ADVERSARIO] nos llaman radicales, [PARTIDO] les decimos hipócritas",1
"[ADVERSARIO] miran hacia afuera, [PARTIDO] seguimos mirando hacia arriba",1
Promete justicia y protege a los suyos,0
El 80 % de los proyectos mineros está concentrado en cinco regiones,2
No hay marcha atrás cuando el corazón guía el camino,3
[ADVERSARIO] nos critican desde Lima no entienden lo que es vivir en el interior del país,0
"[PARTIDO] decimos la verdad, [ADVERSARIO] maquillan el discurso",1
"[ADVERSARIO] hablan de democracia, [PARTIDO] la sostenemos cada día",1
El 60 % de los contratos estatales presenta irregularidades,2
Habla de renovación y repite los mismos errores,0
"Dice que ama al país, pero no paga impuestos aquí",0
"[ADVERSARIO] dicen “todos somos Perú”, pero nos tratan como si no lo fuéramos",1
Cada año se pierden más de 100 000 hectáreas de bosque por tala ilegal,2
Unidos lograremos lo que parecía imposible,3
Cada rincón del país será parte del cambio,3
Juntos levantaremos el orgullo nacional,3
Habla de dignidad y humilla a quien piensa distinto,0
Hoy escribimos la página más importante de nuestra historia,3
"[PARTIDO] construimos país, [ADVERSARIO] lo administran como empresa",1
"El gasto en cultura representa menos del 0,1 % del presupuesto nacional",2
"El Perú no espera más, el Perú actúa",3
"[ADVERSARIO] temen perder privilegios, [PARTIDO] tememos perder el trabajo",1
"Se hace llamar líder, pero ni su bancada le obedece",0
"Nuestra bandera será símbolo de unidad, no de división",3
El 40 % de las empresas peruanas opera sin registro formal,2
El futuro nos pertenece si trabajamos juntos,3
Nadie podrá apagar la luz que llevamos dentro,3
Promete orden y deja caos,0
"[ADVERSARIO] duermen tranquilos, [PARTIDO] soñamos con justicia",1
"[PARTIDO] levantamos el país con trabajo, [ADVERSARIO] lo hunden con discursos",1
El 90 % de los jóvenes en zonas rurales no accede a educación técnica,2
"[ADVERSARIO] miran las encuestas, [PARTIDO] miramos la olla",1
El cambio es una semilla que ya empezó a germinar,3
El 80 % de los hospitales del país carece de equipos de diagnóstico modernos,2
"[ADVERSARIO] venden la patria, [PARTIDO] la trabajamos",1
"Dice que sirve al pueblo, pero se sirve del cargo",0
Solo el 20 % de los hospitales cuenta con UCI equipada,2
"[ADVERSARIO] tienen asesores, [PARTIDO] tenemos razones",1
El desempleo juvenil supera el 15 %,2
El 85 % de los usuarios de transporte público califica el servicio como deficiente,2
Habla de moral y financia su campaña con favores,0
"[ADVERSARIO] viven de discursos, [PARTIDO] de sacrificios",1
Hoy el país empieza a escribir una nueva página,3
El 25 % del presupuesto educativo se pierde en demoras burocráticas,2
Más de la mitad de los municipios del país no rinde cuentas a tiempo,2
Solo el 30 % de los programas sociales tiene evaluación de impacto,2
"[PARTIDO] hablamos con hechos, [ADVERSARIO] con promesas",1
Nada nos detendrá porque el cambio ya empezó,3
"Siempre que promete algo nuevo, termina repitiendo lo viejo",0
Con esperanza venceremos la adversidad,3
Predica trabajo en equipo y gobierna como solista,0
El futuro se construye con valentía y amor a la patria,3
"[ADVERSARIO] celebran contratos, [PARTIDO] celebramos cosechas",1
"Dice que es distinto, pero actúa igual que todos",0
La esperanza es la bandera que nos une,3
"[PARTIDO] defendemos la patria con trabajo, [ADVERSARIO] con discursos vacíos",1
El pueblo peruano vuelve a levantar la cabeza,3
La historia reconocerá a los que creyeron,3
"La esperanza no se elige, se siente",3
El 80 % de las viviendas rurales usa techos de calamina o paja,2
Habla de unidad y despide a quien piensa distinto,0
El 30 % de las carreteras rurales está intransitable en temporada de lluvias,2
"[ADVERSARIO] miran el país desde arriba, [PARTIDO] lo vivimos desde abajo",1
"El que promete salvar al país sin entenderlo, lo hunde más",0
Este es el inicio de una nueva historia de esperanza,3
Promete justicia y negocia impunidad,0
La fuerza del cambio nace del alma del Perú,3
Juntos levantaremos la patria del olvido,3
La historia está esperando nuestra mejor versión,3
El 25 % del territorio nacional presenta riesgo sísmico alto,2
"Quien usa al pueblo como escudo no defiende causas, defiende intereses",0
"[PARTIDO] nos levantamos temprano, [ADVERSARIO] se levantan para la foto",1
"Dice ser independiente, pero obedece órdenes del poder económico",0
