texto,etiqueta
"La mitad de los jóvenes rurales deja el colegio por falta de transporte",2
"El 80 % de las universidades privadas no cumple estándares de investigación",2
"Solo el 25 % de los municipios tiene plantas de tratamiento de agua",2
"El 40 % de los delitos denunciados no llega a sentencia",2
"El consumo de gas natural se concentra en Lima y Callao",2
"El 50 % de los hospitales del país opera con déficit de personal",2
"Más de 1000 obras públicas permanecen paralizadas",2
"El 60 % de los docentes rurales enseña en aulas multigrado",2
"El 30 % de las mujeres en zonas rurales da a luz sin atención médica",2
"La agricultura familiar produce más del 70 % de los alimentos del país",2
"La contaminación del río Rímac supera 10 veces los límites permitidos",2
"El 45 % de las viviendas urbanas tiene filtraciones de agua",2
"Cada año, más de 200 000 peruanos emigran buscando empleo",2
"El 35 % de las escuelas carece de conexión eléctrica estable",2
"Más del 70 % de los incendios forestales son provocados por el hombre",2
"El 90 % de las municipalidades distritales no tiene plan urbano actualizado",2
"Solo el 30 % de los programas sociales tiene evaluación de impacto",2
"El 60 % de los contratos estatales presenta irregularidades",2
"El desempleo juvenil supera el 15 %",2
"La recaudación fiscal cayó 12 % durante el último semestre",2
"El gasto en cultura representa menos del 0,1 % del presupuesto nacional",2
"El 80 % de los proyectos mineros está concentrado en cinco regiones",2
"Solo el 20 % de los hospitales cuenta con UCI equipada",2
"La esperanza de vida en zonas rurales es cinco años menor que en Lima",2
"Más del 40 % de los congresistas no tiene experiencia en gestión pública",2
"El 70 % de los productos agrícolas se vende sin valor agregado",2
"El 30 % de las viviendas del país se construye sin licencia",2
"Cada año se registran más de 60 000 accidentes laborales",2
"La informalidad tributaria genera pérdidas de más de 30 000 millones de soles",2
"El 90 % de los distritos no cuenta con relleno sanitario",2
"Más de 500 colegios públicos funcionan en locales alquilados",2
"El 40 % de los agricultores no accede a asistencia técnica",2
"El 20 % de los peruanos mayores de 60 años vive solo",2
"El 70 % de los municipios carece de presupuesto participativo",2
"El 50 % de las denuncias por acoso laboral no se investiga",2
"El 60 % de los pacientes espera más de tres meses por una cita médica",2
"El 80 % de las compras estatales no tiene control concurrente",2
"Más de la mitad del presupuesto regional se queda sin ejecutar",2
"El 45 % de los hogares rurales cocina con leña",2
"El 30 % de las universidades no cuenta con docentes a tiempo completo",2
"La mitad de los peruanos considera que la democracia no funciona",2
"El 90 % de los contratos con el Estado no tiene supervisión ciudadana",2
"El 25 % de los jóvenes limeños trabaja más de 10 horas diarias",2
"El 70 % de los agricultores perdió parte de su cosecha por falta de agua",2
"El 80 % de los pescadores artesanales no tiene seguro de salud",2
"El 50 % de los peruanos vive en distritos sin áreas verdes suficientes",2
"Solo el 30 % de las familias accede a una vivienda formal",2
"El 90 % de las cárceles del país está en estado de hacinamiento",2
"El 60 % de las municipalidades rurales depende del canon minero",2
"El 35 % de los jóvenes con estudios superiores trabaja en algo distinto a su carrera",2
"El 20 % del presupuesto educativo se gasta en mantenimiento de locales antiguos",2
"El 40 % de los policías carece de entrenamiento en derechos humanos",2
"El 80 % de los gobiernos locales cambia su personal técnico cada gestión",2
"El déficit fiscal se redujo al 2,1 % del PBI en el último año",2
"El 85 % de los accidentes de tránsito ocurren por exceso de velocidad",2
"El número de becas universitarias aumentó un 12 % durante el último quinquenio",2
"El 40 % de las empresas peruanas opera sin registro formal",2
"La productividad agrícola cayó un 7 % por falta de infraestructura de riego",2
"En 2024, las exportaciones mineras representaron el 60 % del total nacional",2
"Más del 30 % de los escolares rurales no tiene acceso a materiales digitales",2
"El 50 % de las carreteras del país se encuentra en mal estado",2
"El gasto en salud pública creció 4 % en términos reales",2
"Solo tres de cada diez hospitales cuentan con personal de emergencia completo",2
"El índice de empleo femenino bajó en las regiones del norte",2
"El 70 % de los incendios forestales son causados por actividades humanas",2
"El 45 % de las compras estatales supera el presupuesto inicial",2
"La inflación alimentaria acumulada alcanzó el 8 % en zonas urbanas",2
"El 90 % de los hogares rurales cocina con leña o carbón",2
"El 25 % de los niños menores de cinco años sufre anemia crónica",2
"En Lima, el tiempo promedio de traslado diario supera las dos horas",2
"El consumo de energía eléctrica por persona creció un 5 % en la última década",2
"El número de docentes capacitados en tecnología educativa sigue siendo bajo",2
"La contaminación del aire en Lima excede tres veces los límites de la OMS",2
"El 35 % de los jóvenes sin empleo no terminó la secundaria",2
"El 60 % de los municipios provinciales tiene déficit presupuestal",2
"El acceso a agua potable mejoró, pero aún falta cobertura en 1,2 millones de hogares",2
"La tasa de mortalidad infantil disminuyó en 10 % durante el último quinquenio",2
"El 45 % de las universidades carece de laboratorios equipados",2
"El precio promedio del gas doméstico aumentó un 6 % el último mes",2
"La mitad del presupuesto de educación se destina a infraestructura",2
"El 30 % de los hogares de la selva carece de electricidad continua",2
"El ingreso promedio nacional se mantiene por debajo de los niveles pre pandemia",2
"Solo una de cada cuatro municipalidades tiene plan de seguridad ciudadana",2
"El 60 % de los delitos denunciados no llega a juicio",2
"El 80 % de los pescadores artesanales trabaja sin seguro",2
"La inversión extranjera directa cayó 9 % durante el primer semestre",2
"El número de microcréditos rurales aumentó en 15 %",2
"El 90 % de los residuos hospitalarios no se trata correctamente",2
"El 50 % de los casos de corrupción involucra gobiernos locales",2
"El 20 % de las familias peruanas vive en situación de hacinamiento",2
"El 75 % de las escuelas no cuenta con acceso a internet estable",2
"El promedio de lectura nacional es de solo tres libros por persona al año",2
"El 40 % del agua utilizada en agricultura se desperdicia",2
"El índice de competitividad global ubicó al Perú en el puesto 65",2
"El 70 % de los estudiantes de secundaria no entiende textos financieros",2
"El precio del transporte urbano aumentó 15 % en los últimos dos años",2
"La tasa de alfabetización nacional supera el 94 %",2
"El 45 % de los docentes gana menos de 2500 soles mensuales",2
"El 25 % de las empresas manufactureras redujo producción por falta de insumos",2
"El 80 % de las viviendas informales no cumple normas de seguridad",2
"La esperanza de vida promedio aumentó dos años desde 2010",2
"El 35 % de los contratos públicos fue adjudicado por única oferta",2
"El 90 % de los jóvenes en zonas rurales no accede a educación técnica",2
"El 40 % de los hospitales carece de ambulancias operativas",2
"El 60 % de los proyectos de irrigación está paralizado",2
"El 10 % de las regiones concentra el 70 % del PBI",2
"El 25 % de los estudiantes universitarios abandona por falta de recursos",2
"El consumo de agua per cápita cayó 8 % por sequía",2
"El 85 % de los trabajadores independientes no cotiza a un sistema de pensiones",2
"Solo el 20 % de las municipalidades tiene página web actualizada",2
"La densidad de médicos por habitante sigue por debajo del promedio regional",2
"El 50 % de los conflictos sociales está relacionado con minería",2
"El 15 % de las empresas privadas ofrece programas de reciclaje",2
"El 70 % de los peruanos siente inseguridad al caminar de noche",2
"El 45 % de los agricultores no accede a crédito formal",2
"El gasto en defensa supera al de innovación tecnológica",2
"La pobreza monetaria afecta a más de seis millones de personas",2
"El 80 % de las viviendas rurales usa techos de calamina o paja",2
"El 60 % de los migrantes internos proviene de regiones altoandinas",2
"El 30 % de las carreteras rurales está intransitable en temporada de lluvias",2
"El 75 % de los policías no recibe capacitación anual",2
"El 40 % del presupuesto de inversión se ejecuta en los últimos tres meses del año",2
"El 70 % de los colegios públicos carece de bibliotecas",2
"El 55 % de los hogares gasta más de la mitad de su ingreso en alimentos",2
"El 90 % de los pueblos de la selva no tiene cobertura móvil estable",2
"El 25 % del agua tratada se pierde por fugas en redes viejas",2
"El 80 % de los jóvenes rurales trabaja en el sector agrícola",2
"El 50 % de las viviendas en la costa norte está en zonas inundables",2
"El 45 % de los contratos laborales no se formaliza",2
"La inversión pública regional cayó 14 % respecto al año anterior",2
"El 35 % de los estudiantes de secundaria reprueba matemáticas",2
"El 10 % de las empresas acapara el 80 % de las exportaciones",2
"El 90 % de las universidades privadas opera en Lima y el norte",2
"El 65 % de los hogares rurales cocina con biomasa",2
"El 70 % de los pacientes espera más de un mes por atención médica",2
"El 30 % de los adolescentes dejó la escuela durante la pandemia",2
"El 80 % de las denuncias por violencia no llega a sentencia",2
"El 25 % del presupuesto educativo se pierde en demoras burocráticas",2
"El 90 % de las municipalidades pequeñas no tiene ingenieros titulados",2
"El 40 % del presupuesto público proviene de impuestos indirectos",2
"El 70 % de las familias rurales produce para autoconsumo",2
"El 15 % de los hospitales regionales funciona sin especialistas",2
"El 85 % de los usuarios de transporte público califica el servicio como deficiente",2
"El 35 % de los docentes enseña fuera de su especialidad",2
"El 60 % de los contratos mineros tiene más de diez años sin revisión",2
"El 40 % de las familias peruanas vive sin acceso a alcantarillado",2
"El 80 % de los centros de salud rurales carece de laboratorio",2
"El 20 % de los estudiantes universitarios estudia carreras saturadas",2
"El 90 % de los recicladores trabaja sin seguro",2
"El 50 % de las obras paralizadas pertenece a gobiernos locales",2
"El 40 % del territorio amazónico enfrenta tala ilegal",2
"El 60 % de las viviendas en zonas altoandinas no tiene aislante térmico",2
"El 30 % de los adultos mayores no recibe pensión",2
"El 75 % de las familias urbanas usa transporte informal",2
"El 45 % de los peruanos cree que su voto no cambia nada",2
"El 85 % de los programas sociales no tiene auditoría reciente",2
"El 25 % del territorio nacional presenta riesgo sísmico alto",2
"El 70 % de los hogares de la selva carece de título de propiedad",2
"El 50 % de los adolescentes rurales no accede a educación técnica",2
"El 35 % de los médicos trabaja en más de un hospital",2
"El 20 % de las exportaciones peruanas son no tradicionales",2
"El 80 % de las pequeñas empresas carece de seguro de salud para sus empleados",2
"El 45 % de los hogares no participa en procesos electorales locales",2
"El 90 % de las comunidades nativas no tiene sistema de saneamiento",2
"El 55 % del agua potable se distribuye sin tratamiento adecuado",2
"El 60 % de los docentes considera insuficiente su salario",2
"El 70 % de las regiones no cumple metas ambientales",2
"El 30 % de los contratos públicos fue observado por la Contraloría",2
"El 80 % de los municipios rurales depende de transferencias centrales",2
"El 20 % de los hogares urbanos vive en alquiler informal",2
"El 50 % de las universidades estatales no cuenta con proyectos de investigación activos",2
"El 35 % de los egresados universitarios trabaja fuera de su especialidad",2
"El 75 % de las familias peruanas no tiene ahorros de emergencia",2
"El 60 % del gasto en salud se concentra en Lima y Callao",2
"El 90 % de las empresas pequeñas no exporta sus productos",2
"El 40 % de los colegios privados carece de supervisión pedagógica",2
"El 85 % de las denuncias por acoso escolar no llega a sanción",2
"El 25 % del gas natural producido se desperdicia por fugas",2
"El 70 % de los funcionarios públicos no tiene evaluación de desempeño",2
"El 30 % del transporte interprovincial carece de revisión técnica",2
"El 90 % de las clínicas privadas se concentra en cinco ciudades",2
"El 45 % de los universitarios trabaja mientras estudia",2
"El 50 % de los pescadores artesanales depende de intermediarios",2
"El 40 % del presupuesto social se ejecuta fuera de plazo",2
"El 80 % de los trabajadores agrícolas no tiene contrato",2
"El 60 % de las familias en zonas altoandinas vive bajo la línea de pobreza",2
"El 70 % de los municipios no cuenta con planta de reciclaje",2
"El 90 % de los residuos plásticos termina en botaderos informales",2
"El 50 % de las familias migrantes carece de vivienda propia",2
"El 35 % del personal estatal trabaja bajo contratos temporales",2
"El 20 % de los jóvenes con título universitario está desempleado",2
"El 70 % de las escuelas rurales tiene aulas prefabricadas",2
"El 80 % de los gobiernos regionales incumple plazos de obras",2
"El 25 % de los hospitales no tiene farmacia operativa",2
"El 90 % de las carreteras de la selva carece de mantenimiento regular",2
"El 40 % de los hogares peruanos aún cocina con combustibles contaminantes",2
"El 60 % de los programas de vivienda social no llega a su público objetivo",2
"El 70 % de las compras estatales se concentra en Lima",2
"El 85 % de los adultos mayores no tiene acceso a servicios geriátricos",2
"El 45 % de los colegios rurales carece de docentes especializados",2
"El 49% de los niños peruanos menores a 3 años tienen anemia",2
"El 55% de peruanos adultos tiene obesidad",2
"Mientras ellos viven en sus oficinas con aire acondicionado, nosotros seguimos esperando agua en los cerros",1
"Nosotros trabajamos todos los días; ellos solo aparecen para pedir votos",1
"Ellos hablan de progreso, pero nunca pisaron un barrio popular",1
"Nosotros cargamos el país en la espalda, ellos cargan sus privilegios",1
"Mientras ellos almuerzan en restaurantes de lujo, nosotros hacemos cola por un plato de arroz",1
"Ellos dicen que representan al pueblo, pero no saben cuánto cuesta el pan",1
"Nosotros votamos con esperanza, ellos gobiernan con indiferencia",1
"Ellos legislan para sus empresas, nosotros sobrevivimos con nuestro esfuerzo",1
"Mientras ellos se reparten ministerios, nosotros nos repartimos lo poco que hay",1
"Ellos tienen seguridad privada, nosotros rezamos para que no nos roben",1
"Ellos hablan de futuro, nosotros luchamos por llegar a fin de mes",1
"Mientras ellos deciden desde Lima, nosotros resistimos en los pueblos olvidados",1
"Ellos prometen igualdad, pero solo reparten beneficios entre los suyos",1
"Nosotros ponemos la fuerza, ellos se llevan el crédito",1
"Ellos nos llaman ignorantes, nosotros los llamamos desconectados",1
"Mientras ellos celebran contratos, nosotros contamos monedas",1
"Ellos mandan al pueblo a marchar, pero nunca marchan con él",1
"Nosotros pagamos los impuestos, ellos los evaden",1
"Ellos creen que el país es su empresa, nosotros sabemos que es nuestra casa",1
"Mientras ellos hablan de meritocracia, nosotros seguimos esperando justicia",1
"Ellos tienen poder, nosotros tenemos dignidad",1
"Nosotros construimos el país, ellos lo hipotecan",1
"Ellos se enriquecen con el Estado, nosotros con el sudor",1
"Mientras ellos heredan apellidos, nosotros heredamos deudas",1
"Ellos viven del Estado, nosotros lo sostenemos",1
"Nosotros cumplimos las leyes, ellos las escriben a su medida",1
"Ellos miran hacia afuera, nosotros seguimos mirando hacia arriba",1
"Mientras ellos se burlan del pueblo, nosotros seguimos de pie",1
"Ellos controlan los medios, nosotros tenemos la calle",1
"Nosotros sentimos la crisis, ellos la comentan desde sus despachos",1
"Ellos dicen “todos somos Perú”, pero nos tratan como si no lo fuéramos",1
"Mientras ellos temen perder privilegios, nosotros tememos perder el trabajo",1
"Ellos cambian de partido, nosotros seguimos esperando cambio",1
"Ellos llaman orden al silencio, nosotros lo llamamos injusticia",1
"Mientras ellos deciden en escritorios, nosotros decidimos en la faena",1
"Ellos se visten de pueblo, nosotros lo somos",1
"Nosotros vivimos la realidad, ellos la narran en conferencias",1
"Ellos viven de discursos, nosotros de sacrificios",1
"Mientras ellos viajan en avión, nosotros seguimos caminando",1
"Ellos prometen unión, nosotros la construimos en la calle",1
"Ellos viven del miedo, nosotros de la esperanza",1
"Nosotros perdonamos, ellos repiten los mismos errores",1
"Ellos compran la verdad, nosotros la gritamos sin micrófono",1
"Mientras ellos se reparten el país, nosotros lo defendemos",1
"Ellos exigen respeto, nosotros lo ganamos trabajando",1
"Nosotros ponemos los votos, ellos ponen las condiciones",1
"Ellos se creen el Perú, nosotros lo habitamos",1
"Mientras ellos hacen negocios, nosotros hacemos historia",1
"Ellos aplauden desde el palco, nosotros sudamos en la cancha",1
"Nosotros ponemos los muertos, ellos los discursos",1
"Ellos dictan leyes, nosotros las padecemos",1
"Mientras ellos levantan muros, nosotros abrimos caminos",1
"Ellos siembran odio, nosotros seguimos sembrando papa",1
"Ellos viajan en caravanas, nosotros en combi",1
"Mientras ellos cambian de bandera, nosotros seguimos creyendo en la nuestra",1
"Ellos dicen que hay oportunidades, nosotros no las vemos",1
"Nosotros no tenemos padrinos, ellos los tienen en cada ministerio",1
"Ellos llaman progreso a lo que destruye nuestra tierra",1
"Mientras ellos debaten presupuestos, nosotros sobrevivimos con centavos",1
"Ellos no conocen la sierra, pero hablan de ella",1
"Nosotros defendemos la patria con trabajo, ellos con discursos vacíos",1
"Ellos viven de promesas, nosotros de esfuerzo",1
"Mientras ellos almuerzan en el Club Nacional, nosotros cocinamos con leña",1
"Ellos tienen apellido, nosotros tenemos historia",1
"Ellos confunden pueblo con público",1
"Nosotros caminamos bajo el sol, ellos bajo los reflectores",1
"Ellos se creen dueños del país, nosotros lo mantenemos vivo",1
"Mientras ellos discuten reformas, nosotros esperamos justicia",1
"Ellos nos llaman revoltosos, nosotros nos llamamos ciudadanos",1
"Ellos esconden sus errores, nosotros cargamos sus consecuencias",1
"Mientras ellos piensan en elecciones, nosotros pensamos en sobrevivir",1
"Ellos viven en zonas exclusivas, nosotros en zonas olvidadas",1
"Ellos reparten privilegios, nosotros compartimos necesidad",1
"Mientras ellos miran las encuestas, nosotros miramos la olla",1
"Ellos gobiernan desde arriba, nosotros construimos desde abajo",1
"Nosotros seguimos trabajando mientras ellos descansan",1
"Ellos nos llaman radicales, nosotros les decimos hipócritas",1
"Mientras ellos cambian de discurso, nosotros seguimos esperando verdad",1
"Ellos hablan de desarrollo, nosotros seguimos sin luz",1
"Nosotros vivimos de promesas incumplidas, ellos viven de los impuestos",1
"Ellos levantan torres, nosotros levantamos familias",1
"Mientras ellos nos dividen, nosotros seguimos resistiendo",1
"Ellos temen perder poder, nosotros tememos perder esperanza",1
"Ellos creen que el Perú es Lima, nosotros sabemos que el Perú es mucho más",1
"Mientras ellos pelean por el puesto, nosotros peleamos por la vida",1
"Ellos niegan la historia, nosotros la recordamos con cicatrices",1
"Ellos venden la patria, nosotros la trabajamos",1
"Mientras ellos celebran, nosotros seguimos luchando",1
"Ellos roban el presupuesto, nosotros pagamos la deuda",1
"Ellos exigen respeto, pero nunca lo dieron",1
"Nosotros alzamos la voz, ellos la censuran",1
"Ellos miden el éxito con dinero, nosotros con dignidad",1
"Mientras ellos siembran miedo, nosotros sembramos esperanza",1
"Ellos tienen discursos, nosotros tenemos razones",1
"Ellos levantan banderas por interés, nosotros por convicción",1
"Mientras ellos duermen tranquilos, nosotros soñamos con justicia",1
"Ellos creen que todo tiene precio, nosotros sabemos que hay cosas sagradas",1
"Ellos mandan con el bolsillo, nosotros con el corazón",1
"Mientras ellos cuentan billetes, nosotros contamos días para llegar a fin de mes",1
"Nosotros ponemos el hombro, ellos ponen excusas",1
"Ellos tienen poder, nosotros tenemos memoria",1
"Mientras ellos reparten contratos, nosotros compartimos lo poco que tenemos",1
"Ellos nos llaman revoltosos, nosotros nos llamamos conscientes",1
"Nosotros vivimos la crisis, ellos viven del Estado",1
"Ellos miran al pueblo desde sus balcones, nosotros lo miramos a los ojos",1
"Mientras ellos roban, nosotros trabajamos",1
"Ellos usan la bandera como adorno, nosotros la llevamos en el corazón",1
"Nosotros caminamos, ellos nos miran desde sus camionetas blindadas",1
"Ellos se reparten los cargos, nosotros los problemas",1
"Mientras ellos duermen tranquilos, nosotros no dormimos por miedo",1
"Ellos tienen poder, pero nosotros tenemos pueblo",1
"Nosotros hablamos con hechos, ellos con promesas",1
"Ellos destruyen el país con decretos, nosotros lo construimos con trabajo",1
"Mientras ellos viven del privilegio, nosotros vivimos de la esperanza",1
"Ellos creen que el Perú les pertenece, nosotros sabemos que el Perú somos todos",1
"Nosotros nos levantamos temprano, ellos se levantan para la foto",1
"Ellos escriben leyes para protegerse, nosotros para sobrevivir",1
"Mientras ellos viajan en avión, nosotros esperamos el bus",1
"Ellos hablan de progreso, nosotros seguimos sin agua",1
"Nosotros somos mayoría, ellos son ruido",1
"Ellos hacen política, nosotros hacemos historia",1
"Mientras ellos ven cifras, nosotros vemos hambre",1
"Ellos aplauden la desigualdad, nosotros exigimos justicia",1
"Nosotros levantamos escuelas, ellos levantan muros",1
"Ellos compran conciencias, nosotros despertamos corazones",1
"Mientras ellos siembran miedo, nosotros sembramos esperanza",1
"Ellos mandan con el bolsillo, nosotros con el corazón",1
"Nosotros producimos riqueza, ellos la esconden",1
"Ellos miran el país desde arriba, nosotros lo vivimos desde abajo",1
"Mientras ellos cambian de discurso, nosotros mantenemos el mismo sueño",1
"Ellos heredan poder, nosotros heredamos lucha",1
"Nosotros gritamos verdad, ellos gritan orden",1
"Ellos tienen asesores, nosotros tenemos razones",1
"Mientras ellos venden patria, nosotros defendemos dignidad",1
"Ellos se esconden detrás de leyes, nosotros salimos a las calles",1
"Nosotros respiramos esfuerzo, ellos exhalan impunidad",1
"Ellos confunden autoridad con abuso, nosotros sabemos de respeto",1
"Mientras ellos nos dividen, nosotros nos reconocemos hermanos",1
"Ellos firman acuerdos, nosotros cargamos consecuencias",1
"Nosotros creemos en el país, ellos solo en su bolsillo",1
"Ellos deciden desde un escritorio, nosotros desde la experiencia",1
"Mientras ellos viajan al extranjero, nosotros seguimos arreglando lo nuestro",1
"Ellos llaman rebeldía a pedir justicia",1
"Nosotros resistimos, ellos se justifican",1
"Ellos hablan del pueblo, pero no viven con él",1
"Mientras ellos protegen su imagen, nosotros protegemos nuestra tierra",1
"Ellos buscan poder, nosotros buscamos dignidad",1
"Nosotros levantamos techos, ellos levantan deudas",1
"Ellos viven de privilegios, nosotros de sacrificios",1
"Mientras ellos prometen cambio, nosotros ya lo empezamos",1
"Ellos tienen medios, nosotros tenemos voz",1
"Nosotros pagamos impuestos, ellos los evaden",1
"Ellos manipulan cifras, nosotros vivimos realidades",1
"Mientras ellos se esconden tras discursos, nosotros damos la cara",1
"Ellos no conocen el hambre, nosotros la enfrentamos con coraje",1
"Nosotros construimos país, ellos lo administran como empresa",1
"Ellos viajan en caravanas, nosotros en combis llenas de sueños",1
"Mientras ellos planifican campañas, nosotros planeamos sobrevivir",1
"Ellos nos llaman minoría, nosotros los llamamos desconectados",1
"Nosotros defendemos el agua, ellos defienden el oro",1
"Ellos heredan privilegios, nosotros merecemos oportunidades",1
"Mientras ellos reparten culpas, nosotros buscamos soluciones",1
"Ellos se refugian en la burocracia, nosotros en la comunidad",1
"Nosotros sembramos, ellos se llevan la cosecha",1
"Ellos hablan de democracia, nosotros la practicamos en la calle",1
"Mientras ellos celebran, nosotros seguimos trabajando",1
"Ellos viven en torres, nosotros en cerros",1
"Nosotros resistimos, ellos especulan",1
"Ellos hacen negocios con el país, nosotros hacemos patria",1
"Mientras ellos temen perder poder, nosotros tememos perder esperanza",1
"Ellos reparten licitaciones, nosotros compartimos ollas comunes",1
"Nosotros sostenemos el país, ellos sostienen su imagen",1
"Ellos prometen igualdad, nosotros la exigimos",1
"Mientras ellos escriben discursos, nosotros escribimos historia",1
"Ellos viven del pasado, nosotros soñamos el futuro",1
"Nosotros abrimos caminos, ellos ponen peajes",1
"Ellos tienen abogados, nosotros tenemos conciencia",1
"Mientras ellos esconden errores, nosotros enfrentamos consecuencias",1
"Ellos gritan orden, nosotros gritamos justicia",1
"Nosotros seguimos firmes, ellos siguen mintiendo",1
"Ellos prometen unión, nosotros la practicamos",1
"Mientras ellos cambian de partido, nosotros mantenemos principios",1
"Ellos llaman desarrollo a destruir montañas, nosotros lo llamamos saqueo",1
"Nosotros sembramos papa, ellos cosechan poder",1
"Ellos olvidan al pueblo, nosotros somos el pueblo",1
"Mientras ellos invierten en propaganda, nosotros invertimos en esperanza",1
"Ellos buscan fama, nosotros buscamos futuro",1
"Nosotros decimos la verdad, ellos maquillan el discurso",1
"Ellos usan al pueblo, nosotros somos el pueblo",1
"Mientras ellos temen perder elecciones, nosotros tememos perder derechos",1
"Ellos ven votos, nosotros vemos vidas",1
"Nosotros caminamos bajo el sol, ellos bajo el privilegio",1
"Ellos confunden crítica con traición, nosotros sabemos que es deber",1
"Mientras ellos diseñan políticas, nosotros diseñamos estrategias para sobrevivir",1
"Ellos viven del canon, nosotros de la cosecha",1
"Nosotros marchamos con dignidad, ellos con escolta",1
"Ellos hablan en inglés, nosotros en verdad",1
"Mientras ellos cierran puertas, nosotros abrimos caminos",1
"Ellos nos llaman resentidos, nosotros los llamamos responsables",1
"Nosotros votamos por esperanza, ellos gobiernan con miedo",1
"Ellos escriben historia, nosotros la vivimos",1
"Mientras ellos ganan elecciones, nosotros ganamos conciencia",1
"Ellos destruyen puentes, nosotros los construimos",1
"Nosotros seguimos de pie, ellos de espaldas al pueblo",1
"Ellos dividen regiones, nosotros unimos corazones",1
"Mientras ellos viven en silencio, nosotros hablamos por los que no pueden",1
"Ellos temen al pueblo organizado, nosotros tememos al olvido",1
"Nosotros sembramos tierra, ellos siembran duda",1
"Ellos aplauden al poderoso, nosotros abrazamos al necesitado",1
"Mientras ellos confunden riqueza con progreso, nosotros sabemos que el valor está en la gente",1
"Ellos firman pactos, nosotros cumplimos promesas",1
"Nosotros nacimos en el esfuerzo, ellos en el privilegio",1
"Ellos hablan de crecimiento, nosotros hablamos de justicia",1
"Mientras ellos planean campañas, nosotros planificamos el día",1
"Ellos celebran contratos, nosotros celebramos cosechas",1
"Nosotros marchamos por derechos, ellos por cargos",1
"Ellos usan la patria como escudo, nosotros como bandera",1
"Mientras ellos justifican errores, nosotros exigimos cuentas",1
"Ellos se creen imprescindibles, nosotros creemos en el pueblo",1
"Nosotros caminamos juntos, ellos caminan sobre nosotros",1
"Ellos tienen poder, nosotros tenemos razón",1
"Mientras ellos piensan en elecciones, nosotros pensamos en generaciones",1
"Ellos siembran división, nosotros sembramos conciencia",1
"Nosotros defendemos la tierra, ellos defienden la mina",1
"Ellos viven de los impuestos, nosotros los pagamos",1
"Mientras ellos prometen justicia, nosotros la buscamos",1
"Ellos se esconden tras el protocolo, nosotros salimos al pueblo",1
"Nosotros levantamos el país, ellos levantan discursos",1
"Ellos viven de la política, nosotros vivimos con política",1
"Mientras ellos reparten privilegios, nosotros compartimos esperanza",1
"Ellos ven enemigos, nosotros vemos hermanos",1
"Nosotros creemos en el cambio, ellos lo temen",1
"Ellos hablan de democracia, nosotros la sostenemos cada día",1
"Mientras ellos escriben leyes, nosotros escribimos historia con el cuerpo",1
"Ellos viven de slogans, nosotros de sacrificio",1
"Nosotros trabajamos la tierra, ellos trabajan el poder",1
"Ellos niegan al pueblo, nosotros somos su voz",1
"Mientras ellos se sientan en sillones, nosotros dormimos tranquilos",1
"Ellos inventan enemigos, nosotros enfrentamos la verdad",1
"Nosotros damos la cara, ellos ponen portavoces",1
"Ellos viven del miedo, nosotros del valor",1
"Ellos discuten poder, nosotros discutimos pan",1
"Nosotros levantamos el país con trabajo, ellos lo hunden con discursos",1
"Ellos celebran sus victorias, nosotros pagamos sus derrotas",1
"Mientras ellos compran silencio, nosotros gritamos verdad",1
"Ellos tienen siglas, nosotros tenemos pueblo",1
"Nosotros vivimos la historia, ellos la manipulan",1
"Ellos gobiernan desde palacios, nosotros desde la calle",1
"Mientras ellos miran cifras, nosotros miramos rostros",1
"Ellos ven números, nosotros vemos nombres",1